ID,POSITION_X,POSITION_Y,POSITION_Z,ROTATION_X,ROTATION_Y,ROTATION_Z,SCALE_X,SCALE_Y,SCALE_Z
6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
7,0.0,1.17474627494812,2.86396217346191,0.0,0.0,0.0,1.0,1.0,1.0
8,0.0,0.14429235458374,0.01535773277283,0.0,0.0,0.0,1.0,1.0,1.0
9,-5.34499359130859,0.4988272190094,6.93356895446777,0.0,0.0,0.0,1.0,1.0,1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
